# AOA CM
7.377   -0.03333
7.420   -0.02500
7.712   -0.01979
8.087   -0.02083
8.545   -0.02083
8.795   -0.02083
9.253   -0.01979
9.670   -0.02292
10.04   -0.02396
10.38   -0.02188
10.63   -0.02500
11.04   -0.02188
11.25   -0.02292
11.54   -0.02813
11.71   -0.02708
12.04   -0.02500
12.67   -0.02500
13.34   -0.02500
13.88   -0.02396
14.55   -0.01667
15.21   -0.003125
15.96   -0.004167
16.58   -0.04375
17.29   -0.07083
18.00   -0.08229
18.75   -0.09063
19.33   -0.1000
19.99   -0.1146
20.70   -0.1156
21.41   -0.1135
21.95   -0.1281
22.61   -0.1385
23.24   -0.1469
23.74   -0.1437
24.24   -0.1490
24.82   -0.1563
25.28   -0.1677
25.61   -0.1646
26.03   -0.1708
26.28   -0.1813
26.65   -0.1813
26.86   -0.1760
27.15   -0.1823
27.32   -0.1917
27.32   -0.2021
27.15   -0.2094
26.81   -0.2219
26.60   -0.2302
26.27   -0.2250
25.98   -0.2375
25.60   -0.2458
25.14   -0.2490
24.68   -0.2521
24.18   -0.2813
23.51   -0.2813
22.89   -0.2698
22.23   -0.2438
21.65   -0.2146
20.95   -0.1417
20.15   -0.1490
19.45   -0.1500
18.78   -0.1365
17.95   -0.1167
17.24   -0.1031
16.54   -0.09375
15.91   -0.09167
15.16   -0.09167
14.54   -0.08542
13.91   -0.08750
13.16   -0.08333
12.62   -0.06875
11.96   -0.06563
11.42   -0.05729
10.87   -0.05104
10.38   -0.04792
9.792   -0.04375
9.418   -0.04062
8.918   -0.03958
8.418   -0.03958
7.876   -0.03646
